word|esp|vad.valence|vad.arousal|vad.dominance|sent.anger|sent.anticipation|sent.disgust|sent.fear|sent.joy|sent.sadness|sent.surprise|sent.trust
"whammy"|"whammy"|0.461|0.491|0.345|0.004|0.000|0.005|0.004|0.004|0.000|0.000|0.000
"wharf"|"muelle"|0.469|0.240|0.472|0.000|0.000|0.000|0.001|0.001|0.001|0.000|0.015
"whatdoido"||0.406|0.494|0.430|0.000|0.000|0.000|0.391|0.000|0.000|0.000|0.000
"whatif"|"y si"|0.523|0.528|0.351|0.000|0.000|0.000|0.219|0.000|0.000|0.000|0.000
"whatmakesmesmile"||0.765|0.588|0.482|0.000|0.000|0.000|0.000|0.811|0.000|0.000|0.000
"whatnot"|"cualquier cosa"|0.375|0.493|0.363|0.008|0.003|0.000|0.015|0.000|0.001|0.000|0.000
"whatsoever"|"lo que"|0.400|0.314|0.302|0.000|0.000|0.003|0.001|0.000|0.012|0.001|0.000
"whatsthepoint"||0.436|0.459|0.398|0.394|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"wheat"|"trigo"|0.531|0.185|0.250|0.001|0.000|0.000|0.001|0.003|0.005|0.000|0.001
"wheel"|"rueda"|0.615|0.310|0.446|0.000|0.003|0.000|0.001|0.001|0.000|0.000|0.028
"wheel barrow"||0.510|0.337|0.363|0.000|0.003|0.001|0.001|0.003|0.000|0.000|0.013
"wheelbarrow"|"carretilla"|0.479|0.366|0.404|0.001|0.000|0.000|0.001|0.003|0.001|0.000|0.003
"wheelchair"|"silla de ruedas"|0.240|0.337|0.245|0.002|0.001|0.000|0.001|0.000|0.014|0.000|0.002
"wheels"|"ruedas"|0.667|0.471|0.386|0.000|0.009|0.000|0.000|0.036|0.000|0.001|0.003
"wheeze"|"jadear"|0.229|0.462|0.461|0.036|0.000|0.010|0.003|0.000|0.009|0.000|0.000
"whelp"|"parir"|0.344|0.458|0.310|0.001|0.000|0.003|0.041|0.000|0.008|0.000|0.000
"whereabouts"|"paradero"|0.439|0.382|0.356|0.001|0.000|0.006|0.000|0.000|0.001|0.000|0.000
"wherefore"|"por qué"|0.561|0.357|0.402|0.001|0.002|0.001|0.002|0.007|0.000|0.000|0.002
"wherewith"|"con lo cual"|0.491|0.420|0.404|0.003|0.000|0.000|0.003|0.001|0.005|0.000|0.002
"wherewithal"|"medios"|0.388|0.366|0.321|0.000|0.000|0.017|0.001|0.000|0.004|0.000|0.000
"whet"|"afilar"|0.643|0.465|0.430|0.000|0.016|0.000|0.000|0.013|0.000|0.001|0.003
"whiff"|"olorcillo"|0.459|0.400|0.331|0.000|0.000|0.002|0.001|0.001|0.001|0.001|0.002
"whilst"|"mientras que"|0.510|0.302|0.388|0.001|0.003|0.002|0.005|0.001|0.002|0.001|0.005
"whim"|"capricho"|0.378|0.680|0.467|0.000|0.367|0.000|0.000|0.266|0.000|0.555|0.000
"whimper"|"gemido"|0.271|0.545|0.308|0.000|0.000|0.000|0.406|0.000|0.576|0.000|0.000
"whimsical"|"caprichoso"|0.449|0.637|0.371|0.000|0.000|0.000|0.000|0.603|0.000|0.000|0.000
"whimsy"|"capricho"|0.729|0.639|0.455|0.000|0.000|0.000|0.001|0.057|0.000|0.000|0.000
"whine"|"gimoteo"|0.342|0.686|0.218|0.000|0.000|0.328|0.000|0.000|0.578|0.000|0.000
"whiny"|"quejumbroso"|0.208|0.548|0.375|0.219|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"whip"|"látigo"|0.208|0.899|0.509|0.531|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"whiplash"|"latigazo"|0.257|0.760|0.500|0.050|0.000|0.018|0.208|0.000|0.005|0.000|0.000
"whipped"|"azotado"|0.198|0.804|0.361|0.017|0.000|0.011|0.012|0.000|0.001|0.000|0.000
"whirl"|"giro"|0.461|0.788|0.661|0.001|0.013|0.000|0.018|0.003|0.000|0.002|0.002
"whirlpool"|"torbellino"|0.710|0.415|0.442|0.000|0.000|0.000|0.375|0.000|0.000|0.000|0.000
"whirlwind"|"torbellino"|0.417|0.915|0.670|0.000|0.000|0.000|0.312|0.000|0.000|0.000|0.000
"whisk"|"batidor"|0.500|0.537|0.412|0.001|0.000|0.001|0.005|0.001|0.001|0.001|0.000
"whisker"|"bigote"|0.521|0.306|0.343|0.000|0.003|0.002|0.003|0.001|0.001|0.000|0.003
"whiskers"|"bigotes"|0.439|0.278|0.270|0.000|0.000|0.002|0.002|0.000|0.004|0.001|0.001
"whiskey"|"whisky"|0.612|0.706|0.441|0.001|0.001|0.000|0.001|0.014|0.000|0.002|0.000
"whisky"|"whisky"|0.640|0.615|0.490|0.000|0.011|0.000|0.001|0.014|0.000|0.002|0.001
"whisper"|"susurro"|0.490|0.225|0.265|0.000|0.002|0.000|0.002|0.001|0.004|0.000|0.000
"whispered"|"susurrado"|0.548|0.358|0.309|0.001|0.002|0.004|0.004|0.001|0.001|0.000|0.000
"whistle"|"silbar"|0.653|0.551|0.463|0.000|0.006|0.000|0.000|0.030|0.000|0.003|0.000
"whit"|"pizca"|0.562|0.393|0.595|0.001|0.006|0.000|0.002|0.001|0.001|0.000|0.016
"white"|"blanco"|0.729|0.173|0.420|0.000|0.234|0.000|0.000|0.109|0.000|0.000|0.344
"whitefish"|"pescado blanco"|0.492|0.327|0.333|0.000|0.016|0.001|0.005|0.001|0.001|0.000|0.009
"whiteness"|"blancura"|0.688|0.235|0.519|0.000|0.000|0.000|0.000|0.188|0.000|0.000|0.000
"whitewash"|"encalar"|0.429|0.402|0.276|0.001|0.000|0.005|0.000|0.000|0.002|0.000|0.000
"whitish"|"blancuzco"|0.583|0.279|0.365|0.001|0.005|0.000|0.001|0.001|0.001|0.000|0.002
"whittle"|"cortar"|0.347|0.451|0.427|0.014|0.000|0.003|0.001|0.001|0.001|0.000|0.001
"whiz"|"zumbido"|0.896|0.627|0.820|0.000|0.012|0.000|0.000|0.134|0.000|0.003|0.021
"whole"|"todo"|0.653|0.357|0.572|0.000|0.005|0.000|0.000|0.003|0.000|0.000|0.077
"wholesale"|"venta al por mayor"|0.760|0.551|0.619|0.000|0.006|0.000|0.000|0.185|0.000|0.003|0.048
"wholesome"|"saludable"|0.888|0.423|0.754|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.742
"wholly"|"totalmente"|0.690|0.353|0.696|0.000|0.003|0.000|0.000|0.004|0.000|0.000|0.054
"whoo"|"whoo"|0.531|0.578|0.311|0.000|0.000|0.000|0.000|0.594|0.000|0.000|0.000
"whoop"|"alarido"|0.559|0.481|0.443|0.001|0.000|0.001|0.000|0.007|0.001|0.000|0.001
"whopper"|"embuste"|0.448|0.598|0.432|0.004|0.003|0.001|0.002|0.001|0.000|0.001|0.000
"whopping"|"grandísimo"|0.541|0.740|0.755|0.008|0.002|0.001|0.011|0.000|0.000|0.000|0.002
"whore"|"puta"|0.135|0.880|0.333|0.000|0.000|0.766|0.000|0.000|0.000|0.000|0.000
"whorehouse"|"burdel"|0.200|0.930|0.462|0.121|0.000|0.001|0.129|0.000|0.006|0.008|0.000
"whstupp"||0.345|0.481|0.432|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.203
"wick"|"mecha"|0.337|0.481|0.309|0.005|0.002|0.002|0.043|0.000|0.008|0.000|0.000
"wicked"|"malvado"|0.138|0.800|0.627|0.000|0.000|0.000|0.625|0.000|0.000|0.000|0.000
"wickedness"|"malicia"|0.031|0.727|0.443|0.000|0.000|0.555|0.000|0.000|0.000|0.000|0.000
"wicker"|"mimbre"|0.427|0.339|0.388|0.001|0.002|0.003|0.003|0.000|0.003|0.000|0.005
"wicket"|"postigo"|0.500|0.500|0.471|0.001|0.001|0.000|0.001|0.001|0.001|0.002|0.001
"wide"|"amplio"|0.571|0.312|0.472|0.001|0.003|0.000|0.001|0.001|0.000|0.001|0.014
"widely"|"extensamente"|0.698|0.453|0.725|0.000|0.010|0.000|0.000|0.000|0.000|0.000|0.155
"widen"|"ensanchar"|0.562|0.538|0.527|0.001|0.000|0.001|0.002|0.000|0.000|0.000|0.005
"widespread"|"extendido"|0.633|0.456|0.713|0.000|0.003|0.000|0.001|0.001|0.000|0.000|0.173
"widow"|"Vdo"|0.250|0.450|0.265|0.000|0.000|0.000|0.000|0.000|0.697|0.000|0.000
"widowed"|"viudo"|0.205|0.439|0.333|0.005|0.000|0.048|0.009|0.000|0.083|0.000|0.000
"widower"|"viudo"|0.184|0.406|0.325|0.000|0.000|0.000|0.000|0.000|0.688|0.000|0.000
"width"|"anchura"|0.583|0.280|0.518|0.000|0.005|0.000|0.001|0.001|0.000|0.000|0.163
"wield"|"empuñar"|0.347|0.660|0.625|0.007|0.000|0.001|0.031|0.000|0.001|0.000|0.000
"wiener"|"wiener"|0.594|0.434|0.391|0.000|0.002|0.001|0.000|0.008|0.001|0.006|0.008
"wienie"||0.500|0.509|0.327|0.002|0.000|0.003|0.007|0.003|0.000|0.000|0.000
"wife"|"esposa"|0.886|0.630|0.583|0.000|0.004|0.000|0.000|0.561|0.000|0.001|0.001
"wig"|"peluca"|0.722|0.279|0.180|0.000|0.001|0.000|0.000|0.068|0.000|0.000|0.002
"wigan"||0.531|0.422|0.556|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.297
"wiggle"|"menear"|0.531|0.676|0.359|0.001|0.002|0.001|0.004|0.003|0.000|0.020|0.000
"wight"|"wight"|0.542|0.404|0.395|0.001|0.000|0.001|0.000|0.007|0.001|0.000|0.003
"wiki"|"wiki"|0.530|0.390|0.455|0.000|0.000|0.000|0.000|0.003|0.000|0.000|0.023
"wild"|"salvaje"|0.312|0.922|0.750|0.000|0.000|0.000|0.000|0.000|0.000|0.586|0.000
"wildcat"|"gato montés"|0.458|0.632|0.481|0.004|0.003|0.000|0.012|0.002|0.001|0.002|0.001
"wildebeest"|"ñu"|0.438|0.480|0.464|0.008|0.003|0.002|0.005|0.000|0.010|0.000|0.000
"wilderness"|"desierto"|0.281|0.333|0.290|0.000|0.508|0.000|0.422|0.121|0.255|0.000|0.000
"wildfire"|"fuego fatuo"|0.140|0.929|0.552|0.000|0.000|0.000|0.641|0.000|0.406|0.641|0.000
"wildlife"|"fauna silvestre"|0.656|0.530|0.561|0.000|0.002|0.000|0.000|0.001|0.000|0.000|0.027
"will"|"será"|0.698|0.408|0.735|0.000|0.002|0.000|0.000|0.000|0.000|0.000|0.145
"willful"|"deliberado"|0.557|0.719|0.642|0.176|0.000|0.000|0.000|0.000|0.160|0.000|0.000
"willies"|"Willies"|0.480|0.490|0.420|0.001|0.000|0.000|0.005|0.002|0.000|0.001|0.001
"willing"|"complaciente"|0.833|0.561|0.783|0.000|0.006|0.000|0.000|0.150|0.000|0.001|0.017
"willingly"|"de buena gana"|0.833|0.316|0.588|0.000|0.002|0.000|0.000|0.059|0.000|0.000|0.036
"willingness"|"complacencia"|0.786|0.500|0.729|0.000|0.011|0.000|0.000|0.010|0.000|0.000|0.090
"willow"|"sauce"|0.604|0.245|0.400|0.000|0.002|0.000|0.000|0.002|0.001|0.001|0.009
"willpower"|"fuerza de voluntad"|0.823|0.776|0.897|0.000|0.011|0.000|0.000|0.035|0.000|0.003|0.060
"wilt"|"marchitar"|0.226|0.354|0.312|0.001|0.001|0.007|0.001|0.000|0.005|0.000|0.000
"wilted"|"marchitado"|0.245|0.375|0.186|0.004|0.001|0.006|0.001|0.000|0.005|0.000|0.000
"wily"|"astuto"|0.459|0.670|0.798|0.002|0.001|0.000|0.021|0.000|0.000|0.000|0.026
"wimp"|"endeble"|0.184|0.490|0.125|0.000|0.000|0.367|0.328|0.000|0.000|0.000|0.000
"wimpy"|"débil"|0.188|0.292|0.134|0.140|0.000|0.367|0.312|0.000|0.348|0.000|0.000
"win"|"ganar"|0.927|0.694|0.888|0.000|0.000|0.000|0.000|0.727|0.000|0.000|0.000
"wince"|"contraerse de dolor"|0.286|0.415|0.294|0.303|0.000|0.281|0.438|0.000|0.484|0.000|0.000
"winch"|"cabrestante"|0.385|0.434|0.449|0.003|0.000|0.001|0.001|0.001|0.000|0.000|0.004
"wind"|"viento"|0.531|0.404|0.578|0.000|0.000|0.000|0.000|0.109|0.000|0.000|0.000
"windbag"|"charlatán"|0.438|0.510|0.391|0.005|0.000|0.002|0.003|0.002|0.001|0.000|0.000
"windfall"|"ganancia inesperada"|0.750|0.864|0.638|0.000|0.007|0.000|0.000|0.033|0.000|0.009|0.002
"winding"|"devanado"|0.398|0.582|0.361|0.017|0.000|0.001|0.001|0.000|0.005|0.000|0.000
"windmill"|"molino"|0.773|0.412|0.412|0.000|0.001|0.000|0.000|0.051|0.000|0.000|0.003
"window"|"ventana"|0.542|0.276|0.385|0.001|0.005|0.001|0.002|0.001|0.001|0.000|0.001
"windowsill"||0.429|0.274|0.433|0.001|0.000|0.002|0.007|0.000|0.007|0.000|0.001
"windpipe"|"tráquea"|0.281|0.360|0.500|0.005|0.000|0.003|0.005|0.000|0.002|0.000|0.000
"windshield"|"parabrisas"|0.615|0.375|0.333|0.001|0.000|0.002|0.002|0.002|0.000|0.001|0.001
"windy"|"Ventoso"|0.330|0.541|0.528|0.073|0.001|0.002|0.005|0.000|0.005|0.001|0.000
"wine"|"vino"|0.792|0.417|0.457|0.000|0.000|0.000|0.000|0.125|0.000|0.000|0.000
"wine cooler"|"enfriador de vino"|0.729|0.404|0.420|0.000|0.002|0.000|0.000|0.022|0.000|0.000|0.002
"wing"|"ala"|0.562|0.255|0.389|0.002|0.001|0.000|0.002|0.001|0.001|0.001|0.003
"winged"|"con alas"|0.646|0.469|0.519|0.000|0.005|0.000|0.000|0.012|0.000|0.001|0.003
"winger"|"exterior"|0.531|0.794|0.691|0.003|0.007|0.000|0.010|0.003|0.000|0.002|0.003
"wingman"|"wingman"|0.573|0.578|0.582|0.000|0.003|0.001|0.001|0.000|0.000|0.000|0.010
"wink"|"guiño"|0.688|0.557|0.304|0.000|0.002|0.000|0.000|0.379|0.000|0.001|0.000
"winner"|"ganador"|0.960|0.810|0.886|0.000|0.602|0.000|0.000|0.636|0.000|0.547|0.000
"winning"|"victorioso"|0.955|0.712|0.972|0.000|0.664|0.109|0.000|0.703|0.094|0.453|0.523
"winnings"|"ganancias"|0.949|0.829|0.830|0.000|0.664|0.000|0.000|0.609|0.000|0.000|0.000
"wino"||0.406|0.535|0.349|0.015|0.000|0.003|0.016|0.000|0.001|0.000|0.000
"winter"|"invierno"|0.663|0.355|0.500|0.000|0.002|0.000|0.000|0.008|0.000|0.000|0.074
"winterbreak"||0.612|0.464|0.491|0.000|0.000|0.000|0.000|0.429|0.000|0.000|0.000
"wintertime"|"invierno"|0.760|0.516|0.404|0.000|0.004|0.000|0.001|0.121|0.000|0.000|0.001
"wintery"|"invernal"|0.388|0.512|0.463|0.000|0.000|0.000|0.000|0.172|0.000|0.000|0.000
"wintry"|"invernal"|0.448|0.434|0.445|0.002|0.001|0.004|0.012|0.000|0.001|0.002|0.001
"wipe"|"limpiar"|0.663|0.427|0.551|0.000|0.002|0.000|0.000|0.004|0.000|0.001|0.018
"wiper"|"limpiaparabrisas"|0.500|0.380|0.535|0.000|0.001|0.001|0.001|0.000|0.000|0.000|0.022
"wire"|"cable"|0.480|0.330|0.245|0.001|0.000|0.003|0.002|0.001|0.001|0.000|0.000
"wired"|"cableado"|0.398|0.420|0.537|0.004|0.002|0.001|0.001|0.000|0.001|0.003|0.001
"wireless"|"inalámbrico"|0.635|0.444|0.537|0.125|0.344|0.000|0.000|0.000|0.000|0.148|0.000
"wiretap"|"escuchas telefónicas"|0.224|0.642|0.454|0.012|0.000|0.005|0.003|0.000|0.003|0.001|0.000
"wiring"|"alambrado"|0.490|0.367|0.431|0.001|0.001|0.000|0.000|0.002|0.002|0.000|0.003
"wis"|"wis"|0.510|0.431|0.406|0.001|0.000|0.000|0.003|0.005|0.005|0.000|0.001
"wisdom"|"sabiduría"|0.930|0.302|0.871|0.000|0.000|0.000|0.000|0.312|0.000|0.000|0.789
"wise"|"sabio"|0.878|0.250|0.861|0.000|0.002|0.000|0.000|0.042|0.000|0.000|0.431
"wish"|"deseo"|0.771|0.583|0.647|0.000|0.006|0.000|0.000|0.058|0.000|0.003|0.011
"wishbone"|"espoleta"|0.494|0.531|0.426|0.002|0.000|0.001|0.005|0.001|0.001|0.001|0.000
"wishful"|"deseoso"|0.885|0.712|0.606|0.000|0.672|0.000|0.000|0.000|0.000|0.000|0.000
"wishing"|"deseando"|0.755|0.600|0.491|0.000|0.000|0.000|0.000|0.406|0.000|0.000|0.000
"wishmeluck"|"Deséame suerte"|0.729|0.582|0.465|0.000|0.000|0.000|0.212|0.000|0.000|0.000|0.000
"wisp"|"jirón"|0.552|0.388|0.417|0.000|0.000|0.000|0.000|0.018|0.001|0.000|0.003
"wistful"|"anhelante"|0.323|0.451|0.312|0.002|0.000|0.003|0.038|0.000|0.009|0.000|0.001
"wit"|"ingenio"|0.844|0.484|0.775|0.000|0.001|0.000|0.000|0.009|0.000|0.000|0.159
"witch"|"bruja"|0.292|0.710|0.473|0.242|0.000|0.430|0.565|0.000|0.000|0.000|0.000
"witchcraft"|"brujería"|0.183|0.779|0.555|0.333|0.000|0.000|0.703|0.000|0.508|0.000|0.000
"withal"|"con"|0.345|0.264|0.381|0.001|0.000|0.001|0.001|0.000|0.006|0.000|0.003
"withdraw"|"retirar"|0.260|0.425|0.336|0.000|0.000|0.000|0.000|0.000|0.375|0.000|0.000
"withdrawal"|"retirada"|0.275|0.541|0.226|0.000|0.000|0.045|0.001|0.000|0.003|0.000|0.000
"withdrawals"|"retiros"|0.427|0.404|0.464|0.000|0.000|0.000|0.377|0.000|0.000|0.000|0.000
"withdrawn"|"retirado"|0.182|0.368|0.221|0.000|0.000|0.006|0.001|0.000|0.068|0.000|0.000
"wither"|"marchitar"|0.150|0.420|0.259|0.000|0.000|0.000|0.000|0.000|0.516|0.000|0.000
"withered"|"marchito"|0.188|0.292|0.160|0.000|0.000|0.531|0.000|0.000|0.000|0.000|0.000
"withering"|"marchitez"|0.271|0.650|0.345|0.019|0.000|0.007|0.044|0.000|0.006|0.001|0.000
"withhold"|"retener"|0.320|0.451|0.444|0.013|0.000|0.006|0.017|0.000|0.016|0.000|0.000
"withholding"|"retención"|0.165|0.490|0.480|0.018|0.000|0.003|0.003|0.000|0.006|0.000|0.000
"withstand"|"resistir a"|0.370|0.548|0.571|0.000|0.414|0.000|0.197|0.000|0.000|0.000|0.000
"witless"|"tonto"|0.198|0.333|0.179|0.001|0.001|0.003|0.001|0.000|0.051|0.000|0.000
"witness"|"testigo"|0.562|0.569|0.593|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.602
"wits"|"ingenio"|0.760|0.596|0.765|0.000|0.003|0.000|0.000|0.010|0.000|0.001|0.006
"witty"|"ingenioso"|0.857|0.707|0.759|0.000|0.000|0.000|0.000|0.382|0.000|0.000|0.000
"wiz"|"fenómeno"|0.467|0.545|0.441|0.005|0.000|0.002|0.004|0.000|0.001|0.001|0.000
"wizard"|"mago"|0.656|0.430|0.526|0.000|0.406|0.000|0.000|0.000|0.000|0.469|0.000
"wobble"|"tambalearse"|0.375|0.620|0.350|0.014|0.000|0.000|0.001|0.000|0.002|0.001|0.001
"wobbly"|"tembleque"|0.208|0.759|0.225|0.044|0.006|0.002|0.132|0.000|0.018|0.000|0.000
"woe"|"aflicción"|0.340|0.606|0.204|0.000|0.000|0.398|0.491|0.000|0.719|0.000|0.000
"woeful"|"lamentable"|0.135|0.555|0.255|0.000|0.000|0.000|0.000|0.000|0.641|0.000|0.000
"woefully"|"lamentablemente"|0.204|0.580|0.269|0.000|0.000|0.398|0.000|0.000|0.672|0.000|0.000
"wok"|"wok"|0.583|0.375|0.500|0.000|0.005|0.001|0.000|0.000|0.000|0.001|0.042
"wokemeup"||0.561|0.520|0.444|0.234|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"wolf"|"lobo"|0.448|0.712|0.630|0.002|0.006|0.000|0.026|0.000|0.000|0.006|0.001
"wolverine"|"glotón"|0.470|0.673|0.627|0.001|0.006|0.000|0.023|0.000|0.000|0.006|0.001
"woman"|"mujer"|0.865|0.500|0.578|0.000|0.001|0.000|0.000|0.225|0.000|0.000|0.007
"womanhood"|"edad madura de mujer"|0.812|0.656|0.602|0.000|0.012|0.000|0.000|0.247|0.000|0.001|0.002
"womanizer"|"mujeriego"|0.281|0.800|0.471|0.050|0.001|0.003|0.053|0.000|0.001|0.003|0.000
"womanly"|"mujeril"|0.909|0.615|0.473|0.000|0.010|0.000|0.000|0.609|0.000|0.004|0.016
"womb"|"matriz"|0.375|0.385|0.591|0.003|0.002|0.000|0.001|0.000|0.001|0.001|0.009
"wonder"|"preguntarse"|0.939|0.771|0.765|0.000|0.000|0.000|0.000|0.606|0.000|0.523|0.000
"wonderful"|"maravilloso"|0.971|0.776|0.830|0.000|0.000|0.000|0.000|0.863|0.000|0.453|0.625
"wonderfully"|"maravillosamente"|0.969|0.760|0.821|0.000|0.000|0.000|0.000|0.844|0.000|0.344|0.000
"wonderment"|"admiración"|0.929|0.679|0.795|0.000|0.000|0.000|0.000|0.000|0.000|0.625|0.000
"wonderstruck"||0.565|0.414|0.586|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.422
"wondrous"|"maravilloso"|0.854|0.679|0.818|0.000|0.000|0.000|0.000|0.000|0.000|0.586|0.000
"wont"||0.240|0.343|0.291|0.000|0.289|0.000|0.000|0.000|0.000|0.000|0.000
"woo"|"cortejar"|0.646|0.729|0.430|0.001|0.002|0.000|0.001|0.028|0.000|0.002|0.000
"wood"|"madera"|0.494|0.182|0.373|0.001|0.000|0.001|0.002|0.003|0.001|0.000|0.003
"woodcut"|"xilografía"|0.633|0.354|0.542|0.000|0.000|0.000|0.000|0.003|0.000|0.000|0.113
"wooden"|"de madera"|0.500|0.196|0.318|0.001|0.003|0.000|0.006|0.002|0.002|0.000|0.001
"woodland"|"bosque"|0.776|0.306|0.480|0.000|0.000|0.000|0.000|0.057|0.000|0.000|0.003
"woodlands"|"bosques"|0.656|0.340|0.473|0.000|0.002|0.001|0.000|0.008|0.000|0.000|0.028
"woodpecker"|"pájaro carpintero"|0.520|0.482|0.445|0.000|0.002|0.000|0.000|0.002|0.001|0.001|0.003
"woods"|"bosque"|0.594|0.269|0.364|0.000|0.000|0.000|0.000|0.312|0.000|0.000|0.000
"woodshed"|"leñera"|0.551|0.373|0.312|0.003|0.001|0.003|0.002|0.001|0.001|0.000|0.001
"woodsman"|"leñador"|0.500|0.451|0.522|0.000|0.005|0.000|0.003|0.001|0.000|0.003|0.009
"woodwork"|"carpintería"|0.490|0.481|0.545|0.003|0.003|0.001|0.005|0.000|0.000|0.000|0.003
"woody"|"leñoso"|0.469|0.260|0.396|0.001|0.000|0.003|0.002|0.000|0.003|0.000|0.002
"woof"|"guau"|0.354|0.509|0.404|0.002|0.002|0.004|0.007|0.000|0.002|0.000|0.000
"woohoo"|"woohoo"|0.658|0.670|0.451|0.000|0.000|0.000|0.000|0.864|0.000|0.000|0.000
"wooing"|"galanteo"|0.740|0.730|0.702|0.001|0.019|0.000|0.001|0.014|0.000|0.002|0.003
"wool"|"lana"|0.583|0.132|0.345|0.001|0.004|0.002|0.001|0.007|0.001|0.000|0.005
"woolen"|"de lana"|0.726|0.265|0.307|0.001|0.000|0.000|0.000|0.088|0.000|0.000|0.000
"woolly"|"lanoso"|0.531|0.398|0.320|0.001|0.000|0.001|0.001|0.001|0.001|0.000|0.003
"woot"|"woot"|0.602|0.490|0.481|0.000|0.000|0.000|0.000|0.588|0.000|0.000|0.000
"woozy"|"mareado y confuso"|0.177|0.452|0.306|0.005|0.000|0.011|0.003|0.000|0.053|0.001|0.000
"wop"|"wop"|0.417|0.452|0.394|0.406|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"word"|"palabra"|0.552|0.255|0.482|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.477
"wording"|"fraseología"|0.653|0.500|0.588|0.000|0.002|0.000|0.001|0.000|0.000|0.000|0.031
"words"|"palabras"|0.710|0.216|0.473|0.062|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"wordy"|"verboso"|0.643|0.478|0.586|0.000|0.002|0.000|0.001|0.000|0.000|0.000|0.036
"work"|"trabajo"|0.719|0.596|0.750|0.000|0.042|0.000|0.000|0.016|0.000|0.001|0.016
"workaholic"|"trabajador obsesivo"|0.344|0.657|0.557|0.011|0.001|0.002|0.044|0.000|0.002|0.001|0.000
"workbook"|"libro de trabajo"|0.673|0.343|0.510|0.000|0.002|0.000|0.000|0.003|0.000|0.000|0.076
"worker"|"obrero"|0.719|0.598|0.684|0.001|0.004|0.000|0.001|0.006|0.000|0.001|0.033
"working"|"trabajando"|0.740|0.585|0.576|0.000|0.016|0.000|0.000|0.190|0.000|0.003|0.010
"workings"|"funcionamiento"|0.704|0.560|0.745|0.000|0.018|0.000|0.000|0.006|0.000|0.002|0.080
"workload"|"carga de trabajo"|0.231|0.792|0.490|0.036|0.000|0.033|0.082|0.000|0.005|0.000|0.000
"workman"|"obrero"|0.729|0.618|0.726|0.001|0.011|0.000|0.001|0.011|0.000|0.002|0.009
"workmanship"|"hechura"|0.694|0.441|0.627|0.000|0.011|0.000|0.000|0.013|0.000|0.001|0.010
"workout"|"rutina de ejercicio"|0.868|0.827|0.780|0.000|0.000|0.000|0.000|0.172|0.000|0.000|0.000
"workplace"|"lugar de trabajo"|0.592|0.431|0.583|0.000|0.008|0.000|0.001|0.000|0.002|0.000|0.066
"works"|"trabajos"|0.776|0.434|0.657|0.000|0.006|0.000|0.000|0.012|0.000|0.000|0.076
"workshop"|"taller"|0.531|0.426|0.510|0.000|0.002|0.001|0.002|0.000|0.000|0.001|0.014
"workup"|"workup"|0.582|0.713|0.589|0.001|0.012|0.000|0.005|0.001|0.001|0.001|0.000
"world"|"mundo"|0.622|0.394|0.750|0.000|0.002|0.000|0.000|0.000|0.000|0.000|0.505
"worldly"|"mundano"|0.438|0.612|0.295|0.002|0.000|0.001|0.004|0.000|0.003|0.002|0.000
"worldwide"|"en todo el mundo"|0.790|0.462|0.851|0.001|0.001|0.000|0.000|0.001|0.000|0.000|0.447
"worm"|"gusano"|0.130|0.418|0.219|0.000|0.203|0.000|0.000|0.000|0.000|0.055|0.000
"wormhole"|"agujero de gusano"|0.337|0.380|0.483|0.005|0.000|0.001|0.007|0.000|0.001|0.000|0.001
"wormwood"|"ajenjo"|0.458|0.406|0.355|0.000|0.000|0.002|0.001|0.001|0.000|0.002|0.002
"worn"|"pasado"|0.350|0.482|0.189|0.000|0.000|0.000|0.000|0.000|0.484|0.000|0.000
"worried"|"preocupado"|0.094|0.824|0.395|0.000|0.000|0.000|0.466|0.000|0.621|0.000|0.000
"worries"|"preocupaciones"|0.094|0.679|0.363|0.000|0.000|0.000|0.562|0.000|0.000|0.000|0.000
"worry"|"preocupación"|0.245|0.776|0.267|0.000|0.492|0.000|0.578|0.000|0.641|0.000|0.000
"worrying"|"preocupante"|0.047|0.750|0.296|0.000|0.539|0.000|0.484|0.000|0.562|0.000|0.000
"worse"|"peor"|0.062|0.704|0.225|0.000|0.000|0.000|0.484|0.000|0.453|0.000|0.000
"worsening"|"empeorando"|0.115|0.685|0.202|0.000|0.000|0.398|0.000|0.000|0.562|0.000|0.000
"worship"|"rendir culto"|0.688|0.380|0.573|0.000|0.422|0.000|0.172|0.379|0.000|0.000|0.555
"worshipful"|"honorable"|0.760|0.648|0.546|0.000|0.002|0.000|0.001|0.094|0.000|0.008|0.006
"worstfeeling"||0.092|0.625|0.308|0.000|0.000|0.000|0.560|0.000|0.000|0.000|0.000
"worth"|"valor"|0.872|0.510|0.889|0.000|0.001|0.000|0.000|0.008|0.000|0.000|0.355
